fiscal_year,organization_name,project_name,city,province,region,community_type,grant_or_contribution,amount_approved,presenter_type,disciplines,audiences,project_sub_type,project_type,amount_category,disciplines_media_art,disciplines_music,disciplines_theatre,disciplines_performance_art,disciplines_dance,disciplines_comedy,disciplines_circus,disciplines_other,disciplines_literature,disciplines_visual_arts,disciplines_storytelling,disciplines_variety,disciplines_heritage_centre/site,disciplines_cinema,audiences_cultural_diversity,audiences_young_audience,audiences_none,audiences_indigenous_communities,audiences_official_language_minority,audiences_rural_or_remote_regions
2016-2017,Association culturelle franco-manitobaine inc. (L'),Le dÃÂ©veloppement de la diffusion artistique en ruralitÃÂ© manitobaine - Multi Year (2 of 2),Winnipeg,Manitoba,Prairies,Large Urban,Contribution,43500,Multidisciplinary,"['Visual Arts', 'Dance', 'Literature', 'Music', 'Theatre', 'Comedy']","['Official Language Minority', 'Cultural Diversity', 'Young Audience', 'Rural or Remote Regions']",Development,Presenters Support Organization,$23.0K,False,True,True,False,True,True,False,False,True,True,False,False,False,False,True,True,False,False,True,True
2017-2018,Danse sur les routes du QuÃÂ©bec (La),Amener la danse ÃÂ  la rencontre des citoyens - Multi Year (1 of 2),MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,100000,Specialized,['Music'],['None'],Programming,Presenters Support Organization,$50.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Saint John Theatre Company Inc. (The),Canadian Stages Professional Presentation Series & the Live @ The BMO music series,Saint John,New Brunswick,Atlantic,Rural,Grant,12000,Multidisciplinary,"['Music', 'Theatre']",['None'],Programming,Series,$8.0K,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Wordfest,Wordfest 2016 (21st annual) Wordfest 2017 (22nd annual) - Multi Year (1 of 2),Calgary,Alberta,Western,Large Urban,Grant,75000,Specialized,['Literature'],"['Official Language Minority', 'Young Audience', 'Indigenous Communities']",Programming,Festival & Series,$50.0K,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
2017-2018,Maison des arts de Laval,Programmation Maison des arts de Laval - 2017 ÃÂ  2020 - Multi Year (1 of 4),Laval,Quebec,Quebec,Large Urban,Grant,20000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Circus']",['Young Audience'],Programming,Series,$12.0K,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Ottawa Fringe Festival (The),Ottawa Fringe Festival & Undercurrents: Theatre below the mainstream - Multi Year (2 of 2),Ottawa,Ontario,Ontario,Large Urban,Grant,35000,Specialized,['Theatre'],['Young Audience'],Programming,Festival,$23.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Maclab Centre for the Performing Arts Society,Canadian Arts Presentation Fund - Multi Year (1 of 2),Leduc,Alberta,Western,Large Urban,Grant,15000,Multidisciplinary,"['Dance', 'Media Art', 'Music', 'Theatre', 'Comedy', 'Circus']",['None'],Programming,Series,$12.0K,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Aboriginal Music Manitoba Inc.,Aboriginal Music Week 2016 and 2017,Winnipeg,Manitoba,Prairies,Large Urban,Grant,35000,Specialized,['Music'],['Indigenous Communities'],Programming,Festival,$23.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2017-2018,Dusk Dances Inc.,Dusk Dances Festival - Multi Year (1 of 2),Toronto,Ontario,Ontario,Large Urban,Grant,45000,Multidisciplinary,"['Dance', 'Music']",['None'],Programming,Festival,$23.0K,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Eastern Labrador Arts Alliance Inc.,Lawrence O'Brien Arts Centre - Multi Year (1 of 2),Happy Valley-Goose Bay,Newfoundland and Labrador,Atlantic,Remote,Grant,7000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy']","['Official Language Minority', 'Young Audience', 'Indigenous Communities']",Programming,Series,less than $8.0K,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
2017-2018,Jazz is Society of Alberta,JazzYYC Summer Festival 2017,Calgary,Alberta,Western,Large Urban,Grant,8000,Specialized,['Music'],['None'],Programming,Festival,less than $8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Janak Khendry Dance Company,Studio Series: CREATION AND COMMUNICATION,Toronto,Ontario,Ontario,Large Urban,Grant,8000,Specialized,['Dance'],['Cultural Diversity'],Programming,Series,less than $8.0K,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2017-2018,Salon du livre de Toronto,Festival des auteurs - Multi Year (1 of 2),Toronto,Ontario,Ontario,Large Urban,Grant,7000,Specialized,['Literature'],['None'],Programming,Festival,less than $8.0K,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2016-2017,RÃÂ©seau ScÃÂ¨nes,Demande biennale 2015-2017 de RS - Multi Year (2 of 2),MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,35000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy', 'Circus', 'Other']",['None'],Programming,Presenters Support Organization,$23.0K,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,CitÃÂ© des arts du cirque,Programmation TOHU et MONTRÃÂAL COMPLÃÂTEMENT CIRQUE (ÃÂ©ditions 2016 et 2017) - Multi Year (2 of 2),MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,100000,Specialized,['Circus'],['Cultural Diversity'],Programming,Festival & Series,$50.0K,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2017-2018,ComitÃÂ© de spectacles ÃÂ« Par Natashquan ÃÂ»,Programmation ÃÂ©tÃÂ© 2016 et Programmation ÃÂ©tÃÂ© 2017 - Multi Year (2 of 2),Natashquan,Quebec,Quebec,Remote,Grant,10000,Multidisciplinary,"['Music', 'Theatre', 'Comedy']","['Official Language Minority', 'Young Audience', 'Indigenous Communities']",Programming,Series,$8.0K,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
2016-2017,Art Starts in Schools Society (The),Arts Engagement for Young Canadians - Multi Year (1 of 2),Vancouver,British Columbia,Western,Large Urban,Grant,65000,Multidisciplinary,"['Dance', 'Literature', 'Music', 'Theatre']",['Young Audience'],Programming,Presenters Support Organization,$50.0K,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2017-2018,"Manitoba Arts Network, Inc.",Youth Engagement Program - Multi Year (2 of 2),Winnipeg,Manitoba,Prairies,Large Urban,Contribution,15000,Multidisciplinary,"['Music', 'Dance', 'Theatre', 'Visual Arts']",['None'],Programming,Presenters Support Organization,$12.0K,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2017-2018,Society of the Company of Angels Dance Projects,Festival of Dance Annapolis Royal (FODAR),Annapolis Royal,Nova Scotia,Atlantic,Rural,Grant,7500,Specialized,['Dance'],['Young Audience'],Programming,Festival,less than $8.0K,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017-2018,Bureau des affaires poÃÂ©tiques,11e Mois de la poÃÂ©sie,Quebec,Quebec,Quebec,Large Urban,Grant,12000,Specialized,['Literature'],"['Official Language Minority', 'Young Audience']",Programming,Festival,$8.0K,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2017-2018,Atikokan Children's Entertainment Series,Atikokan Children's Entertainment Series 2017-2018 Season,Atikokan,Ontario,Ontario,Remote,Grant,6500,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Circus']",['Young Audience'],Programming,Series,less than $8.0K,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Festival Kompa-Zouk Ontario Inc. (FKZO),Festival Kompa Zouk de Toronto (8ie edition),Toronto,Ontario,Ontario,Large Urban,Grant,15000,Multidisciplinary,"['Dance', 'Music', 'Comedy', 'Other']","['Official Language Minority', 'Cultural Diversity']",Programming,Festival,$12.0K,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2017-2018,Diffusion Avant ScÃÂ¨ne,"Une petite salle, de grandes dÃÂ©couvertes! (2017-2018 et 2018-2019) - Multi Year (1 of 2)",LÃÂ©vis,Quebec,Quebec,Medium Urban,Grant,10000,Multidisciplinary,"['Dance', 'Literature', 'Music', 'Theatre', 'Comedy']","['Cultural Diversity', 'Young Audience']",Programming,Series,$8.0K,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False
2017-2018,SociÃÂ©tÃÂ© des concerts Bic St-Fabien,"16e saison, 17e saison, 18e saison (2017-2018, 2018-2019 et 2019-2020) - Multi Year (1 of 3)",Le Bic,Quebec,Quebec,Remote,Grant,13000,Specialized,['Music'],['None'],Programming,Festival,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Amis du thÃÂ©ÃÂ¢tre Belcourt (Les),ThÃÂ©ÃÂ¢tre Belcourt 2017 et 2018 - Multi Year (1 of 2),Baie-du-Febvre,Quebec,Quebec,Medium Urban,Grant,20000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy']","['Official Language Minority', 'Young Audience']",Programming,Series,$12.0K,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2016-2017,ThÃÂ©ÃÂ¢tre les gens d'en bas inc. (Le),CrÃÂ©ation - saisons 2015-2016 et 2016-2017 - Multi Year (2 of 2),Rimouski,Quebec,Quebec,Rural,Grant,30000,Specialized,"['Dance', 'Theatre']",['Young Audience'],Programming,Series,$23.0K,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016-2017,Southern Manitoba Concerts Inc.,45th Anniversary Season - Multi Year (1 of 2),Altona,Manitoba,Prairies,Rural,Grant,5500,Multidisciplinary,"['Dance', 'Music', 'Theatre']",['Cultural Diversity'],Programming,Series,less than $8.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2017-2018,Music in the Morning Concert Society,Music in the Morning - Multi Year (1 of 2),Vancouver,British Columbia,Western,Large Urban,Grant,15000,Specialized,['Music'],['None'],Programming,Festival & Series,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,The Ontario Festival of Smalls Halls,Ontario Festival of Small Halls,Ottawa,Ontario,Ontario,Large Urban,Grant,20000,Specialized,['Music'],['None'],Programming,Festival,$12.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017-2018,Upasana The Spirit of Dance Ltd.,Professional Dance Series,Ottawa,Ontario,Ontario,Large Urban,Grant,12000,Specialized,['Dance'],"['Cultural Diversity', 'Young Audience']",Programming,Series,$8.0K,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2017-2018,Carleton-Victoria Arts Council Inc.,Carleton-Victoria Performing Arts Series - Multi Year (1 of 3),Perth-Andover,New Brunswick,Atlantic,Remote,Grant,7000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy']",['None'],Programming,Series,less than $8.0K,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,Vancouver International Writers Festival Society (The),Vancouver Writers Fest - Multi Year (2 of 2),Vancouver,British Columbia,Western,Large Urban,Contribution,75000,Specialized,['Literature'],"['Official Language Minority', 'Cultural Diversity', 'Young Audience', 'Indigenous Communities']",Programming,Festival,$50.0K,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False
2016-2017,SweetWater Music Festival,2016 Festival,Owen Sound,Ontario,Ontario,Rural,Grant,10000,Specialized,['Music'],['None'],Programming,Festival,$8.0K,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016-2017,City of Fort Saskatchewan,2016-2017 and 2017-18 Shell Theatre Performance Series - Multi Year (1 of 2),Fort Saskatchewan,Alberta,Western,Large Urban,Grant,25000,Multidisciplinary,"['Visual Arts', 'Dance', 'Media Art', 'Music', 'Theatre', 'Comedy', 'Circus']",['Young Audience'],Programming,Series,$23.0K,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False
2016-2017,Corporation of the City of Kingston (The),Grand Theatre Presents - Multi Year (1 of 2),Kingston,Ontario,Ontario,Medium Urban,Grant,60000,Multidisciplinary,"['Dance', 'Music', 'Theatre', 'Comedy']","['Official Language Minority', 'Young Audience']",Programming,Series,$50.0K,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2016-2017,Vancouver East Cultural Centre (The),2016/17 and 2017/18 Seasons - Multi Year (1 of 2),Vancouver,British Columbia,Western,Large Urban,Contribution,200000,Multidisciplinary,"['Dance', 'Music', 'Theatre']","['Cultural Diversity', 'Young Audience', 'Indigenous Communities']",Programming,Series,$50.0K,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
2016-2017,Festival de cirque Vaudreuil-Dorion,Festival de cirque Vaudreuil-Dorion - Multi Year (2 of 2),Vaudreuil-Dorion,Quebec,Quebec,Rural,Grant,21250,Specialized,['Circus'],"['Official Language Minority', 'Young Audience']",Programming,Festival,$12.0K,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2017-2018,Pop MontrÃÂ©al International Music Festival - Festival international de Musique Pop MontrÃÂ©al,"16th, 17th and 18th editions of the POP Montreal International Music Festival - Multi Year (1 of 3)",MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,35000,Multidisciplinary,"['Visual Arts', 'Media Art', 'Music']","['Official Language Minority', 'Cultural Diversity', 'Young Audience', 'Indigenous Communities']",Programming,Festival & Series,$23.0K,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False
2017-2018,Institut Canadien de QuÃÂ©bec (L'),Festival QuÃÂ©bec en toutes lettres 2017 (ThÃÂ¨me: ÃÂcrire QuÃÂ©bec) / Rendez-vous littÃÂ©raires 2017-2018 de la Maison de la littÃÂ©rature,Quebec,Quebec,Quebec,Large Urban,Grant,12500,Specialized,['Literature'],"['Official Language Minority', 'Young Audience', 'Indigenous Communities']",Programming,Festival & Series,$12.0K,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
2017-2018,Centaur Foundation for the Performing Arts,The Wildside Festival - Multi Year (2 of 2),MontrÃÂ©al,Quebec,Quebec,Large Urban,Grant,12000,Specialized,['Theatre'],"['Official Language Minority', 'Young Audience']",Programming,Festival,$8.0K,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
